_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
1865,Gouda,GM0513,408,Sportzaal Aakwerf,onderwijsfunctie,,Wijk 04 Plaswijck,WK051304,"Lusten-, Burgen- en Steinenbuurt",BU05130403,0513200000000032,Aakwerf,46,,2804MX,Gouda,,,,4.713798,52.034253,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,ada6fd1f528c42ea979a8b5ddb45a802
1866,Gouda,GM0513,703,De Oostpoort,bijeenkomstfunctie,,Wijk 07 Goverwelle,WK051307,Polderbuurt,BU05130702,0513200000000460,Aderpolderweg,19,,2807KL,Gouda,,,,4.74645550089644,52.0065137898747,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,7766a78121874c5fabd094915f0fa5d5
1867,Gouda,GM0513,608,Gymzaal Johan den Haenstraat,sportfunctie,,Wijk 06 Kort Haarlem,WK051306,Kort Haarlem,BU05130604,0513200000013109,Johan den Haenstraat,61,,2806DK,Gouda,,,,4.721042,52.013716,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,48bc0ee713ac4e31a734b1308ef9d40f
1868,Gouda,GM0513,403,Dienstencentrum Prinsenhof,"woonfunctie, bijeenkomstfunctie, gezondheidszorgfunctie",,Wijk 04 Plaswijck,WK051304,Hoef- en Veldbuurt,BU05130400,0513200000039393,Anna van Meertenstraat,10,,2804TL,Gouda,,,,4.7079915910413,52.0274888209259,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,cf0cb168428a458db06eb6d455d7cece
1869,Overbetuwe,GM1734,14,Verenigingsgebouw de Poort,,,Wijk 02 Zetten,WK173402,Andelst,BU17340202,1734301862001600,,,,,,,,,5.7277522,51.906346,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Overbetuwe,Overbetuwe,tel. 140481,https://www.overbetuwe.nl/,NLODSGM1734stembureaus20180321002,399583ad187d451e97ff85ec9dc7d1fd
1870,Gouda,GM0513,605,Nelson Mandela Centrum,"bijeenkomstfunctie, kantoorfunctie",,Wijk 06 Kort Haarlem,WK051306,Vreewijk,BU05130601,0513200000039395,Bernadottelaan,79,,2806JM,Gouda,,,,4.72798136574231,52.0129907425856,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,a2625bff2af54473977385567d22fa8f
1871,Gouda,GM0513,306,Groene Hart Ziekenhuis,"bijeenkomstfunctie, gezondheidszorgfunctie, kantoorfunctie",,Wijk 03 Bloemendaal,WK051303,Boerhaavekwartier,BU05130300,0513200000002843,Bleulandweg,10,,2803HH,Gouda,,,,4.705761815045,52.0208106857993,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,35c4205221204e6b8ea3b0b152bc0484
1872,Gouda,GM0513,305,Huis van de Stad,"bijeenkomstfunctie, kantoorfunctie",,Wijk 03 Bloemendaal,WK051303,Boerhaavekwartier,BU05130300,0513200000039525,Burgemeester Jamesplein,1,,2803PG,Gouda,,,,4.70731275176957,52.0180755486728,,2018-03-21T06:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,303c02d0f2b7410793802148799f3f74
1873,Gouda,GM0513,302,Gymzaal Columbuslaan,sportfunctie,,Wijk 03 Bloemendaal,WK051303,Windrooskwartier en Heesterbuurt,BU05130301,0513200000005427,Columbuslaan,6,,2803ET,Gouda,,,,4.70156073076728,52.0235169436424,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,428b362dbdf741fd9fd0d1e422b05096
1874,Gouda,GM0513,304,Gymzaal Coniferensingel,sportfunctie,,Wijk 03 Bloemendaal,WK051303,Groenhovenkwartier,BU05130302,0513200000005616,Coniferensingel,28,,2803JH,Gouda,,,,4.69260328265509,52.0285378439375,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,6e6617e112b44f819a99172ea7faaf5a
1875,Gouda,GM0513,604,Zorgcentrum De Hanepraij,"bijeenkomstfunctie, gezondheidszorgfunctie, kantoorfunctie",,Wijk 06 Kort Haarlem,WK051306,Kort Haarlem,BU05130604,0513200000040271,Fluwelensingel,110,,2806CH,Gouda,,,,4.71835526938833,52.0077968866175,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,21ed105855b341d180a43fbeaf5e6597
1876,Aalten,GM0197,,Ons Huis,bijeenkomstfunctie,,Wijk 04 Dinxperlo,WK019704,Dinxperlo Centrum/Oost,BU01970400,0197200000045309,Maurits Prinsstraat,6,,7091CV,Dinxperlo,,,,6.486907212,51.863912674,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalten,Aalten,,,NLODSGM0197stembureaus20180321002,e0b3f5f2c0a3489381a795e4171b5ea3
1877,Lopik,GM0331,5,Ver. gebouw Jaarsveld,bijeenkomstfunctie,https://www.lopik.nl,"Wijk 00 Lopik, Benschop en Polsbroek",WK033100,Jaarsveld,BU03310004,0331100000258881,Kerkstraat,7,,3413MP,Jaarsveld,,,,4.977634,51.969378,WK3310002,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,N,N,N,Lopik,Lopik,Raadhuisplein 1,https://www.lopik.nl,NLODSGM0331stembureaus20180321002,d9238f06511247cfafef0da625933069
1878,Gouda,GM0513,704,Kindcentrum Goejanverwelle,onderwijsfunctie,,Wijk 07 Goverwelle,WK051307,Muziekbuurt,BU05130705,0513200000005279,Chopinstraat,10,,2807PS,Gouda,,,,4.743955,52.013976,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,e50f88cf7af7419dbcf76f99a7b24547
1879,Gouda,GM0513,206,Gymzaal Korte Akkeren,sportfunctie,,Wijk 02 De Korte Akkeren,WK051302,De Korte Akkeren-Oud,BU05130200,0513200000041292,Gerard Leeustraat,4,,2802RZ,Gouda,,,,4.70001037362377,52.0063360179822,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,08b720014c6c45dfa110e791dd63308e
1880,Gouda,GM0513,504,Wethouder H. Luidensschool,onderwijsfunctie,,Wijk 05 Noord,WK051305,Slagenbuurt,BU05130504,0513200000010700,Heemraadslag,1,,2805DR,Gouda,,,,4.72436174877952,52.0223307606278,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,c2a828e1858d4f898323e088c60c4ab1
1881,Gouda,GM0513,102,Gymzaal Herpstraat,sportfunctie,,Wijk 01 Binnenstad,WK051301,Nieuwe Markt en omgeving,BU05130100,0513200000011322,Herpstraat,3,,2801CR,Gouda,,,,4.70824248735771,52.0138923465164,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,0c54d26505de4e2ca0a90991141d073e
1882,Gouda,GM0513,607,Buurthuis De Kade,sportfunctie,,Wijk 06 Kort Haarlem,WK051306,Kadenbuurt,BU05130603,0513200000012773,Jan Luykenstraat,25,,2806PD,Gouda,,,,4.71359390754972,52.01567214117,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,b85c0ae02e784048bc2f6b9711c7c81e
1883,Gouda,GM0513,603,De Zuidrandflat,"industriefunctie, kantoorfunctie, overige gebruiksfunctie",,Wijk 06 Kort Haarlem,WK051306,Kort Haarlem,BU05130604,0513200000023785,de la Reylaan,100,,2806DC,Gouda,,,,4.722741,52.008751,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,fbef6d187c674bda9cbbc50951935bc9
1884,Gouda,GM0513,407,Gereformeerde kerk vrijgemaakt,bijeenkomstfunctie,,Wijk 04 Plaswijck,WK051304,Hoef- en Veldbuurt,BU05130400,0513200000017342,Lekkenburg,148,,2804XG,Gouda,,,,4.70672271007826,52.0318411033634,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,bee47f8baacb4b7f87014992edba1c6e
1885,Gouda,GM0513,702,De Molenkap,onderwijsfunctie,,Wijk 07 Goverwelle,WK051307,Molenbuurt,BU05130701,0513200000018998,Middenmolenlaan,68,,2807EC,Gouda,,,,4.742915,52.009128,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,ef845d9b5f1f48f5b2fcdabd6fd01b47
1886,Gouda,GM0513,705,Zorgcentrum Irishof,overige gebruiksfunctie,,Wijk 07 Goverwelle,WK051307,Molenbuurt,BU05130701,0513200000019223,Middenmolenplein,274,,2807GV,Gouda,(ingang Middenmolenlaan),,,4.741955,52.012336,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,8c0f304d299240a8a3ad0d9636e3a0c9
1887,Gouda,GM0513,101,Agnietenkapel,bijeenkomstfunctie,,Wijk 01 Binnenstad,WK051301,Nieuwe Markt en omgeving,BU05130100,0513200000020103,Nieuwe Markt,100,,2801GR,Gouda,,,,4.71102393371569,52.0130083108637,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,6defb5befcfa41bbb74871dd5c3c7d81
1888,Gouda,GM0513,701,De Ring,overige gebruiksfunctie,,Wijk 07 Goverwelle,WK051307,Sportbuurt,BU05130700,0513200000040462,Olympiadeplein,2,,2807BH,Gouda,,,,4.73772901691445,52.0110998377652,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,05947b67625849b6b4273570404cdd22
1889,Gouda,GM0513,405,Basisschool Het Vlot (Schateiland),"onderwijsfunctie, sportfunctie",,Wijk 04 Plaswijck,WK051304,Hoevenbuurt,BU05130402,0513200000020902,Oosthoef,3,,2804ST,Gouda,,,,4.70512353303079,52.0351128345152,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,782e3777c43a40c4a0e0d0cd257d169d
1890,Buren,GM0214,2,Dorpshuis Erichem,bijeenkomstfunctie,,Wijk 00 Buren,WK021400,Erichem,BU02140004,0214200000010602,Erichemseweg,30,,4117GJ,Erichem,,,,5.3487434,51.8993285,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,N,,,Buren,Buren,burgerzaken@buren.nl,https://www.buren.nl,NLODSGM0214stembureaus20180321002,c0c372fa43524e53b290668d56fa76a2
1891,Gouda,GM0513,204,Basisschool De Goudakker,onderwijsfunctie,,Wijk 02 De Korte Akkeren,WK051302,De Korte Akkeren-Oud,BU05130200,0513200000023528,Reigerstraat,37,,2802EM,Gouda,,,,4.69624030245068,52.0078193105559,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,d52089c2a7744ff5a035e83632c3e448
1892,Gouda,GM0513,406,Basisschool De Cirkel,onderwijsfunctie,,Wijk 04 Plaswijck,WK051304,Hoevenbuurt,BU05130402,0513200000025823,Rijnlust,42,,2804LC,Gouda,,,,4.71081608715136,52.034568479864,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,76b883950ccb455ea0d6d37dca5463fb
1893,Gouda,GM0513,301,Ronssehof Revalidatiecentrum,"woonfunctie, gezondheidszorgfunctie, overige gebruiksfunctie",,Wijk 03 Bloemendaal,WK051303,Boerhaavekwartier,BU05130300,0513200000037983,Ronsseweg,410,,2803ZX,Gouda,,,,4.70556194325545,52.0192846921428,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,59fc02ef0b894c788a7eacc680ac4b6a
1894,Gouda,GM0513,503,Zorgcentrum Savelberg,"woonfunctie, gezondheidszorgfunctie, overige gebruiksfunctie",,Wijk 05 Noord,WK051305,Ouwe Gouwe,BU05130500,0513200000036577,Savelberghof,200,,2805RX,Gouda,,,,4.71382823644253,52.0203031874191,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,60a13974b2b4490899638e97187b4951
1895,Gouda,GM0513,201,Wijkcentrum Jan Ligthart,bijeenkomstfunctie,,Wijk 02 De Korte Akkeren,WK051302,De Korte Akkeren-Oud,BU05130200,0513200000026605,Snoystraat,4,,2802SX,Gouda,,,,4.70166225055592,52.0091017953917,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,9f721df106af4a05ad2e534e70943870
1896,Gouda,GM0513,303,Groenhovenbad,"bijeenkomstfunctie, kantoorfunctie, sportfunctie",,Wijk 03 Bloemendaal,WK051303,De Goudse Poort,BU05130304,0513200000040243,Tobbepad,4,,2803WH,Gouda,,,,4.6890966812429,52.0235714085678,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,5e7e387df2a04941bc4a4005bb4a0ede
1897,Aalten,GM0197,,Sporthal,bijeenkomstfunctie,,Wijk 04 Dinxperlo,WK019704,Dinxperlo Centrum/Oost,BU01970400,0197200000041017,Europastraat,2,,7091XC,Dinxperlo,,,,6.499498743,51.86369516,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Aalten,Aalten,,,NLODSGM0197stembureaus20180321002,e99bf6d58ab64d06b3ed64d200176650
1898,Gouda,GM0513,501,Wijkcentrum De Bühne,bijeenkomstfunctie,,Wijk 05 Noord,WK051305,Achterwillenseweg,BU05130503,0513200000028472,Tristanstraat,18,,2805VC,Gouda,,,,4.72503596903987,52.0174888727449,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,d25c3d100ef544358286b8632f89b4ca
1899,Gouda,GM0513,207,Basisschool De Kas,onderwijsfunctie,,Wijk 02 De Korte Akkeren,WK051302,De Korte Akkeren-Nieuw,BU05130201,0513200000022214,Tweede E.J. Potgieterstraat,2,,2802VA,Gouda,,,,4.69972095436837,52.0037636123378,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,c9a7eb0ebff5443dba785fcac1798518
1900,Gouda,GM0513,104,Zorgcentrum Gouwestein,"woonfunctie, gezondheidszorgfunctie, overige gebruiksfunctie",,Wijk 01 Binnenstad,WK051301,Nieuwe Park-Oost,BU05130104,0513200000002126,van Bergen IJzendoornpark,7,,2801AA,Gouda,,,,4.70046042765008,52.0142285399018,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,43e723bcf9c24ffc8363d8811503799a
1901,Gouda,GM0513,505,Pauluskerk,bijeenkomstfunctie,,Wijk 05 Noord,WK051305,Ouwe Gouwe,BU05130500,0513200000033372,Willem de Zwijgersingel,3,,2805BP,Gouda,(ingang De Brug),,,4.71068808463687,52.021125798151,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,d0e0e2e536af4f6aa2e55317ef06d41b
1902,Gouda,GM0513,105,De Speelwinkel,"bijeenkomstfunctie, winkelfunctie",,Wijk 01 Binnenstad,WK051301,Raam en omgeving,BU05130103,0513200000022967,Raam,60,,2801VM,Gouda,,,,4.705765,52.009427,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,ad321e2ea537448081f3352d6e52256b
1903,Gouda,GM0513,901,Kindcentrum De Ontdekkingsreizigers,"onderwijsfunctie, sportfunctie",,Wijk 09 Oostpolder in Schieland,WK051309,Oostpolder in Schieland,BU05130909,0513200000042118,Burgemeester van Dijkesingel,51,,2809RB,Gouda,,,,4.680833,52.002269,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Gouda,Gouda,Gemeente Gouda Afdeling ServicesBureau verkiezingen verkiezingen@gouda.nl,https://www.gouda.nl/verkiezingen,NLODSGM0513stembureaus20180321002,5950c711f5c7434c8668f92ebbc754a6
1904,Beuningen,GM0209,,De Lèghe Polder,,,Beuningen,WK020901,Beuningen-Centrum,BU02090111,,Schoolstraat,16,,,Beuningen,,,,5.77195601,51.862013675,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Beuningen,Beuningen,,,NLODSGM0209stembureaus20180321002,53f169aec3ad410284eeca43de2a3467
1905,Nederweert,GM0946,1,Gemeentehuis,kantoorfunctie,https://www.nederweert.nl/,Wijk 01 Nederweert,WK094601,Nederweert,BU09460101,0946200000223720,Raadhuisplein,1,,6031VR,Nederweert,,,,5.74707664960615,51.2832078268136,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,73b7446710d44369b6b4fa81395dfc97
1906,Nederweert,GM0946,2,Zorgcentrum St. Joseph,gezondheidszorgfunctie,,Wijk 01 Nederweert,WK094601,Nederweert,BU09460101,0946200000228955,Brugske,16,,6031BL,Nederweert,,,,5.75276634621529,51.2862344753211,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,fe80db0415514536981a51a7713d1584
1907,Nederweert,GM0946,3,Basisschool De Kerneel,onderwijsfunctie,,Wijk 01 Nederweert,WK094601,Nederweert,BU09460101,0946200000225234,Speelhuijs,4,,6031HR,Nederweert,,,,5.74171753199235,51.2886977544193,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,N,N,N,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,f3d2fb22354947ee826453b54221b732
1908,Nederweert,GM0946,4,Gemeenschapshuis De Pinnenhof,bijeenkomstfunctie,,Wijk 01 Nederweert,WK094601,Nederweert,BU09460101,0946200000216786,Kapelaniestraat,4,,6031BX,Nederweert,,,,5.74944613275976,51.2865712632893,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,41be1a3fbfb94150a7de55da2c7ba85c
1909,Nederweert,GM0946,5,Gemeenschapshuis Pestoeërskoel,bijeenkomstfunctie,,Wijk 05 Leveroy,WK094605,Leveroy,BU09460501,0946200000224078,Sillenhoek,4,,6091PD,Leveroy,,,,5.84512488448049,51.2505638567271,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,0d2cb8d08e9249a29862c4adcd82c81c
1910,Buren,GM0214,3,Dorpshuis 't Ecksternest,bijeenkomstfunctie,,Wijk 05 Maurik,WK021405,Eck en Wiel,BU02140502,0214200000010601,Prinses Beatrixstraat,46,,4024HM,Eck en Wiel,,,,5.4551165,51.9689109,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,N,,Y,Buren,Buren,burgerzaken@buren.nl,https://www.buren.nl,NLODSGM0214stembureaus20180321002,52947700558842a3b2fa7b534f286203
1911,Nederweert,GM0946,6,Kerkelijke voorziening Budschop,bijeenkomstfunctie,,Wijk 02 Budschop,WK094602,Budschop,BU09460201,0946200000224788,Rochusplein,1,,6031BD,Nederweert,,,,5.75965735476304,51.285074011734,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,N,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,99268d9dd44a4c34bb7b66aab792d8aa
1912,Nederweert,GM0946,7,Stichting M.F.A. Haaze-hoof,bijeenkomstfunctie,,Wijk 03 Ospel,WK094603,Ospel,BU09460301,0946200000213314,Aerthijsplein,3,,6035AS,Ospel,,,,5.78163603684486,51.2986145760544,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,d7cea0c00bfe4648ad0e7625115aef8e
1913,Nederweert,GM0946,8,Basisschool De Schrank,onderwijsfunctie,,Wijk 03 Ospel,WK094603,Ospel,BU09460301,0946200000223334,Siebenstraat,14,,6035BD,Ospel,,,,5.78413919552869,51.3000104794114,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,N,N,N,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,8935751b51544cb789c73296bcf6b171
1914,Nederweert,GM0946,9,Thomashuis Ospeldijk,woonfunctie,,Wijk 03 Ospel,WK094603,Ospeldijk,BU09460302,0946200000229096,Moostdijk,1,,6035RB,Ospel,,,,5.81419022501724,51.3200175550112,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,Y,N,Y,Nederweert,Nederweert,"afdeling burgerzaken team inwoners, burgerzaken@nederweert.nl, Postbus 2728, 6030 AA Nederweert, tel. 0495-677111",https://www.nederweert.nl/bestuur-organisatie/locaties-van-stemlokalen_44882/,NLODSGM0946stembureaus20180321002,e8aa30df756d458988a8e1e1ee1c1cd0
